,variable,value
16996,ZIP:29631,"Clemson, SC 29631"
16997,ZIP:29632,"Clemson, SC 29632"
16998,ZIP:29635,"Cleveland, SC 29635"
16999,ZIP:29638,"Donalds, SC 29638"
17000,ZIP:29639,"Due West, SC 29639"
17001,ZIP:29640,"Easley, SC 29640"
17002,ZIP:29642,"Easley, SC 29642"
17003,ZIP:29643,"Fair Play, SC 29643"
17004,ZIP:29644,"Fountain Inn, SC 29644"
17005,ZIP:29645,"Gray Court, SC 29645"
17006,ZIP:29646,"Greenwood, SC 29646"
17007,ZIP:29649,"Greenwood, SC 29649"
17008,ZIP:29650,"Greer, SC 29650"
17009,ZIP:29651,"Greer, SC 29651"
17010,ZIP:29653,"Hodges, SC 29653"
17011,ZIP:29654,"Honea Path, SC 29654"
17012,ZIP:29655,"Iva, SC 29655"
17013,ZIP:29657,"Liberty, SC 29657"
17014,ZIP:29658,"Long Creek, SC 29658"
17015,ZIP:29659,"Lowndesville, SC 29659"
17016,ZIP:29661,"Marietta, SC 29661"
17017,ZIP:29662,"Mauldin, SC 29662"
17018,ZIP:29664,"Mountain Rest, SC 29664"
17019,ZIP:29666,"Ninety Six, SC 29666"
17020,ZIP:29667,"Norris, SC 29667"
17021,ZIP:29669,"Pelzer, SC 29669"
17022,ZIP:29670,"Pendleton, SC 29670"
17023,ZIP:29671,"Pickens, SC 29671"
17024,ZIP:29672,"Seneca, SC 29672"
17025,ZIP:29673,"Piedmont, SC 29673"
17026,ZIP:29676,"Salem, SC 29676"
17027,ZIP:29678,"Seneca, SC 29678"
17028,ZIP:29680,"Simpsonville, SC 29680"
17029,ZIP:29681,"Simpsonville, SC 29681"
17030,ZIP:29682,"Six Mile, SC 29682"
17031,ZIP:29684,"Starr, SC 29684"
17032,ZIP:29685,"Sunset, SC 29685"
17033,ZIP:29686,"Tamassee, SC 29686"
17034,ZIP:29687,"Taylors, SC 29687"
17035,ZIP:29688,"Tigerville, SC 29688"
17036,ZIP:29689,"Townville, SC 29689"
17037,ZIP:29690,"Travelers Rest, SC 29690"
17038,ZIP:29691,"Walhalla, SC 29691"
17039,ZIP:29692,"Ware Shoals, SC 29692"
17040,ZIP:29693,"Westminster, SC 29693"
17041,ZIP:29696,"West Union, SC 29696"
17042,ZIP:29697,"Williamston, SC 29697"
17043,ZIP:29702,"Blacksburg, SC 29702"
17044,ZIP:29704,"Catawba, SC 29704"
17045,ZIP:29706,"Chester, SC 29706"
17046,ZIP:29707,"Fort Mill, SC 29707"
17047,ZIP:29708,"Fort Mill, SC 29708"
17048,ZIP:29709,"Chesterfield, SC 29709"
17049,ZIP:29710,"Clover, SC 29710"
17050,ZIP:29712,"Edgemoor, SC 29712"
17051,ZIP:29714,"Fort Lawn, SC 29714"
17052,ZIP:29715,"Fort Mill, SC 29715"
17053,ZIP:29717,"Hickory Grove, SC 29717"
17054,ZIP:29718,"Jefferson, SC 29718"
17055,ZIP:29720,"Lancaster, SC 29720"
17056,ZIP:29726,"Mc Connells, SC 29726"
17057,ZIP:29727,"Mount Croghan, SC 29727"
17058,ZIP:29728,"Pageland, SC 29728"
17059,ZIP:29729,"Richburg, SC 29729"
17060,ZIP:29730,"Rock Hill, SC 29730"
17061,ZIP:29732,"Rock Hill, SC 29732"
17062,ZIP:29741,"Ruby, SC 29741"
17063,ZIP:29742,"Sharon, SC 29742"
17064,ZIP:29743,"Smyrna, SC 29743"
17065,ZIP:29745,"York, SC 29745"
17066,ZIP:29801,"Aiken, SC 29801"
17067,ZIP:29803,"Aiken, SC 29803"
17068,ZIP:29805,"Aiken, SC 29805"
17069,ZIP:29808,"Aiken, SC 29808"
17070,ZIP:29809,"New Ellenton, SC 29809"
17071,ZIP:29810,"Allendale, SC 29810"
17072,ZIP:29812,"Barnwell, SC 29812"
17073,ZIP:29817,"Blackville, SC 29817"
17074,ZIP:29819,"Bradley, SC 29819"
17075,ZIP:29821,"Clarks Hill, SC 29821"
17076,ZIP:29824,"Edgefield, SC 29824"
17077,ZIP:29827,"Fairfax, SC 29827"
17078,ZIP:29828,"Gloverville, SC 29828"
17079,ZIP:29829,"Graniteville, SC 29829"
17080,ZIP:29831,"Jackson, SC 29831"
17081,ZIP:29832,"Johnston, SC 29832"
17082,ZIP:29835,"Mc Cormick, SC 29835"
17083,ZIP:29836,"Martin, SC 29836"
17084,ZIP:29838,"Modoc, SC 29838"
17085,ZIP:29840,"Mount Carmel, SC 29840"
17086,ZIP:29841,"North Augusta, SC 29841"
17087,ZIP:29842,"Beech Island, SC 29842"
17088,ZIP:29843,"Olar, SC 29843"
17089,ZIP:29845,"Plum Branch, SC 29845"
17090,ZIP:29847,"Trenton, SC 29847"
17091,ZIP:29848,"Troy, SC 29848"
17092,ZIP:29849,"Ulmer, SC 29849"
17093,ZIP:29851,"Warrenville, SC 29851"
17094,ZIP:29853,"Williston, SC 29853"
17095,ZIP:29856,"Windsor, SC 29856"
17096,ZIP:29860,"North Augusta, SC 29860"
17097,ZIP:29902,"Beaufort, SC 29902"
17098,ZIP:29906,"Beaufort, SC 29906"
17099,ZIP:29907,"Beaufort, SC 29907"
17100,ZIP:29909,"Okatie, SC 29909"
17101,ZIP:29910,"Bluffton, SC 29910"
17102,ZIP:29911,"Brunson, SC 29911"
17103,ZIP:29915,"Daufuskie Island, SC 29915"
17104,ZIP:29916,"Early Branch, SC 29916"
17105,ZIP:29918,"Estill, SC 29918"
17106,ZIP:29920,"Saint Helena Island, SC 29920"
17107,ZIP:29922,"Garnett, SC 29922"
17108,ZIP:29924,"Hampton, SC 29924"
17109,ZIP:29926,"Hilton Head Island, SC 29926"
17110,ZIP:29927,"Hardeeville, SC 29927"
17111,ZIP:29928,"Hilton Head Island, SC 29928"
17112,ZIP:29929,"Islandton, SC 29929"
17113,ZIP:29932,"Luray, SC 29932"
17114,ZIP:29934,"Pineland, SC 29934"
17115,ZIP:29935,"Port Royal, SC 29935"
17116,ZIP:29936,"Ridgeland, SC 29936"
17117,ZIP:29940,"Seabrook, SC 29940"
17118,ZIP:29941,"Sheldon, SC 29941"
17119,ZIP:29943,"Tillman, SC 29943"
17120,ZIP:29944,"Varnville, SC 29944"
17121,ZIP:29945,"Yemassee, SC 29945"
17122,ZIP:30002,"Avondale Estates, GA 30002"
17123,ZIP:30004,"Alpharetta, GA 30004"
17124,ZIP:30005,"Alpharetta, GA 30005"
17125,ZIP:30008,"Marietta, GA 30008"
17126,ZIP:30009,"Alpharetta, GA 30009"
17127,ZIP:30011,"Auburn, GA 30011"
17128,ZIP:30012,"Conyers, GA 30012"
17129,ZIP:30013,"Conyers, GA 30013"
17130,ZIP:30014,"Covington, GA 30014"
17131,ZIP:30016,"Covington, GA 30016"
17132,ZIP:30017,"Grayson, GA 30017"
17133,ZIP:30019,"Dacula, GA 30019"
17134,ZIP:30021,"Clarkston, GA 30021"
17135,ZIP:30022,"Alpharetta, GA 30022"
17136,ZIP:30024,"Suwanee, GA 30024"
17137,ZIP:30025,"Social Circle, GA 30025"
17138,ZIP:30028,"Cumming, GA 30028"
17139,ZIP:30030,"Decatur, GA 30030"
17140,ZIP:30032,"Decatur, GA 30032"
17141,ZIP:30033,"Decatur, GA 30033"
17142,ZIP:30034,"Decatur, GA 30034"
17143,ZIP:30035,"Decatur, GA 30035"
17144,ZIP:30038,"Lithonia, GA 30038"
17145,ZIP:30039,"Snellville, GA 30039"
17146,ZIP:30040,"Cumming, GA 30040"
17147,ZIP:30041,"Cumming, GA 30041"
17148,ZIP:30043,"Lawrenceville, GA 30043"
17149,ZIP:30044,"Lawrenceville, GA 30044"
17150,ZIP:30045,"Lawrenceville, GA 30045"
17151,ZIP:30046,"Lawrenceville, GA 30046"
17152,ZIP:30047,"Lilburn, GA 30047"
17153,ZIP:30052,"Loganville, GA 30052"
17154,ZIP:30054,"Oxford, GA 30054"
17155,ZIP:30055,"Mansfield, GA 30055"
17156,ZIP:30056,"Newborn, GA 30056"
17157,ZIP:30058,"Lithonia, GA 30058"
17158,ZIP:30060,"Marietta, GA 30060"
17159,ZIP:30062,"Marietta, GA 30062"
17160,ZIP:30064,"Marietta, GA 30064"
17161,ZIP:30066,"Marietta, GA 30066"
17162,ZIP:30067,"Marietta, GA 30067"
17163,ZIP:30068,"Marietta, GA 30068"
17164,ZIP:30069,"Marietta, GA 30069"
17165,ZIP:30071,"Norcross, GA 30071"
17166,ZIP:30075,"Roswell, GA 30075"
17167,ZIP:30076,"Roswell, GA 30076"
17168,ZIP:30078,"Snellville, GA 30078"
17169,ZIP:30079,"Scottdale, GA 30079"
17170,ZIP:30080,"Smyrna, GA 30080"
17171,ZIP:30082,"Smyrna, GA 30082"
17172,ZIP:30083,"Stone Mountain, GA 30083"
17173,ZIP:30084,"Tucker, GA 30084"
17174,ZIP:30087,"Stone Mountain, GA 30087"
17175,ZIP:30088,"Stone Mountain, GA 30088"
17176,ZIP:30092,"Norcross, GA 30092"
17177,ZIP:30093,"Norcross, GA 30093"
17178,ZIP:30094,"Conyers, GA 30094"
17179,ZIP:30096,"Duluth, GA 30096"
17180,ZIP:30097,"Duluth, GA 30097"
17181,ZIP:30101,"Acworth, GA 30101"
17182,ZIP:30102,"Acworth, GA 30102"
17183,ZIP:30103,"Adairsville, GA 30103"
17184,ZIP:30104,"Aragon, GA 30104"
17185,ZIP:30105,"Armuchee, GA 30105"
17186,ZIP:30106,"Austell, GA 30106"
17187,ZIP:30107,"Ball Ground, GA 30107"
17188,ZIP:30108,"Bowdon, GA 30108"
17189,ZIP:30110,"Bremen, GA 30110"
17190,ZIP:30113,"Buchanan, GA 30113"
17191,ZIP:30114,"Canton, GA 30114"
17192,ZIP:30115,"Canton, GA 30115"
17193,ZIP:30116,"Carrollton, GA 30116"
17194,ZIP:30117,"Carrollton, GA 30117"
17195,ZIP:30118,"Carrollton, GA 30118"
17196,ZIP:30120,"Cartersville, GA 30120"
17197,ZIP:30121,"Cartersville, GA 30121"
17198,ZIP:30122,"Lithia Springs, GA 30122"
17199,ZIP:30124,"Cave Spring, GA 30124"
17200,ZIP:30125,"Cedartown, GA 30125"
17201,ZIP:30126,"Mableton, GA 30126"
17202,ZIP:30127,"Powder Springs, GA 30127"
17203,ZIP:30132,"Dallas, GA 30132"
17204,ZIP:30134,"Douglasville, GA 30134"
17205,ZIP:30135,"Douglasville, GA 30135"
17206,ZIP:30137,"Emerson, GA 30137"
17207,ZIP:30139,"Fairmount, GA 30139"
17208,ZIP:30141,"Hiram, GA 30141"
17209,ZIP:30143,"Jasper, GA 30143"
17210,ZIP:30144,"Kennesaw, GA 30144"
17211,ZIP:30145,"Kingston, GA 30145"
17212,ZIP:30147,"Lindale, GA 30147"
17213,ZIP:30148,"Marble Hill, GA 30148"
17214,ZIP:30149,"Mount Berry, GA 30149"
17215,ZIP:30152,"Kennesaw, GA 30152"
17216,ZIP:30153,"Rockmart, GA 30153"
17217,ZIP:30157,"Dallas, GA 30157"
17218,ZIP:30161,"Rome, GA 30161"
17219,ZIP:30165,"Rome, GA 30165"
17220,ZIP:30168,"Austell, GA 30168"
17221,ZIP:30170,"Roopville, GA 30170"
17222,ZIP:30171,"Rydal, GA 30171"
17223,ZIP:30173,"Silver Creek, GA 30173"
17224,ZIP:30175,"Talking Rock, GA 30175"
17225,ZIP:30176,"Tallapoosa, GA 30176"
17226,ZIP:30177,"Tate, GA 30177"
17227,ZIP:30178,"Taylorsville, GA 30178"
17228,ZIP:30179,"Temple, GA 30179"
17229,ZIP:30180,"Villa Rica, GA 30180"
17230,ZIP:30182,"Waco, GA 30182"
17231,ZIP:30183,"Waleska, GA 30183"
17232,ZIP:30184,"White, GA 30184"
17233,ZIP:30185,"Whitesburg, GA 30185"
17234,ZIP:30187,"Winston, GA 30187"
17235,ZIP:30188,"Woodstock, GA 30188"
17236,ZIP:30189,"Woodstock, GA 30189"
17237,ZIP:30204,"Barnesville, GA 30204"
17238,ZIP:30205,"Brooks, GA 30205"
17239,ZIP:30206,"Concord, GA 30206"
17240,ZIP:30213,"Fairburn, GA 30213"
17241,ZIP:30214,"Fayetteville, GA 30214"
17242,ZIP:30215,"Fayetteville, GA 30215"
17243,ZIP:30216,"Flovilla, GA 30216"
17244,ZIP:30217,"Franklin, GA 30217"
17245,ZIP:30218,"Gay, GA 30218"
17246,ZIP:30220,"Grantville, GA 30220"
17247,ZIP:30222,"Greenville, GA 30222"
17248,ZIP:30223,"Griffin, GA 30223"
17249,ZIP:30224,"Griffin, GA 30224"
17250,ZIP:30228,"Hampton, GA 30228"
17251,ZIP:30230,"Hogansville, GA 30230"
17252,ZIP:30233,"Jackson, GA 30233"
17253,ZIP:30234,"Jenkinsburg, GA 30234"
17254,ZIP:30236,"Jonesboro, GA 30236"
17255,ZIP:30238,"Jonesboro, GA 30238"
17256,ZIP:30240,"LaGrange, GA 30240"
17257,ZIP:30241,"LaGrange, GA 30241"
17258,ZIP:30248,"Locust Grove, GA 30248"
17259,ZIP:30251,"Luthersville, GA 30251"
17260,ZIP:30252,"McDonough, GA 30252"
17261,ZIP:30253,"McDonough, GA 30253"
17262,ZIP:30256,"Meansville, GA 30256"
17263,ZIP:30257,"Milner, GA 30257"
17264,ZIP:30258,"Molena, GA 30258"
17265,ZIP:30259,"Moreland, GA 30259"
17266,ZIP:30260,"Morrow, GA 30260"
17267,ZIP:30263,"Newnan, GA 30263"
17268,ZIP:30265,"Newnan, GA 30265"
17269,ZIP:30268,"Palmetto, GA 30268"
17270,ZIP:30269,"Peachtree City, GA 30269"
17271,ZIP:30273,"Rex, GA 30273"
17272,ZIP:30274,"Riverdale, GA 30274"
17273,ZIP:30276,"Senoia, GA 30276"
17274,ZIP:30277,"Sharpsburg, GA 30277"
17275,ZIP:30281,"Stockbridge, GA 30281"
17276,ZIP:30285,"The Rock, GA 30285"
17277,ZIP:30286,"Thomaston, GA 30286"
17278,ZIP:30288,"Conley, GA 30288"
17279,ZIP:30290,"Tyrone, GA 30290"
17280,ZIP:30291,"Union City, GA 30291"
17281,ZIP:30292,"Williamson, GA 30292"
17282,ZIP:30293,"Woodbury, GA 30293"
17283,ZIP:30294,"Ellenwood, GA 30294"
17284,ZIP:30295,"Zebulon, GA 30295"
17285,ZIP:30296,"Riverdale, GA 30296"
17286,ZIP:30297,"Forest Park, GA 30297"
17287,ZIP:30303,"Atlanta, GA 30303"
17288,ZIP:30305,"Atlanta, GA 30305"
17289,ZIP:30306,"Atlanta, GA 30306"
17290,ZIP:30307,"Atlanta, GA 30307"
17291,ZIP:30308,"Atlanta, GA 30308"
17292,ZIP:30309,"Atlanta, GA 30309"
17293,ZIP:30310,"Atlanta, GA 30310"
17294,ZIP:30311,"Atlanta, GA 30311"
17295,ZIP:30312,"Atlanta, GA 30312"
17296,ZIP:30313,"Atlanta, GA 30313"
17297,ZIP:30314,"Atlanta, GA 30314"
17298,ZIP:30315,"Atlanta, GA 30315"
17299,ZIP:30316,"Atlanta, GA 30316"
17300,ZIP:30317,"Atlanta, GA 30317"
17301,ZIP:30318,"Atlanta, GA 30318"
17302,ZIP:30319,"Atlanta, GA 30319"
17303,ZIP:30322,"Atlanta, GA 30322"
17304,ZIP:30324,"Atlanta, GA 30324"
17305,ZIP:30326,"Atlanta, GA 30326"
17306,ZIP:30327,"Atlanta, GA 30327"
17307,ZIP:30328,"Atlanta, GA 30328"
17308,ZIP:30329,"Atlanta, GA 30329"
17309,ZIP:30330,"Atlanta, GA 30330"
17310,ZIP:30331,"Atlanta, GA 30331"
17311,ZIP:30334,"Atlanta, GA 30334"
17312,ZIP:30336,"Atlanta, GA 30336"
17313,ZIP:30337,"Atlanta, GA 30337"
17314,ZIP:30338,"Atlanta, GA 30338"
17315,ZIP:30339,"Atlanta, GA 30339"
17316,ZIP:30340,"Atlanta, GA 30340"
17317,ZIP:30341,"Atlanta, GA 30341"
17318,ZIP:30342,"Atlanta, GA 30342"
17319,ZIP:30344,"Atlanta, GA 30344"
17320,ZIP:30345,"Atlanta, GA 30345"
17321,ZIP:30346,"Atlanta, GA 30346"
17322,ZIP:30349,"Atlanta, GA 30349"
17323,ZIP:30350,"Atlanta, GA 30350"
17324,ZIP:30354,"Atlanta, GA 30354"
17325,ZIP:30360,"Atlanta, GA 30360"
17326,ZIP:30363,"Atlanta, GA 30363"
17327,ZIP:30401,"Swainsboro, GA 30401"
17328,ZIP:30410,"Ailey, GA 30410"
17329,ZIP:30411,"Alamo, GA 30411"
17330,ZIP:30413,"Bartow, GA 30413"
17331,ZIP:30415,"Brooklet, GA 30415"
17332,ZIP:30417,"Claxton, GA 30417"
17333,ZIP:30420,"Cobbtown, GA 30420"
17334,ZIP:30421,"Collins, GA 30421"
17335,ZIP:30425,"Garfield, GA 30425"
17336,ZIP:30426,"Girard, GA 30426"
17337,ZIP:30427,"Glennville, GA 30427"
17338,ZIP:30428,"Glenwood, GA 30428"
17339,ZIP:30434,"Louisville, GA 30434"
17340,ZIP:30436,"Lyons, GA 30436"
17341,ZIP:30438,"Manassas, GA 30438"
17342,ZIP:30439,"Metter, GA 30439"
17343,ZIP:30441,"Midville, GA 30441"
17344,ZIP:30442,"Millen, GA 30442"
17345,ZIP:30445,"Mount Vernon, GA 30445"
17346,ZIP:30446,"Newington, GA 30446"
17347,ZIP:30450,"Portal, GA 30450"
17348,ZIP:30452,"Register, GA 30452"
17349,ZIP:30453,"Reidsville, GA 30453"
17350,ZIP:30454,"Rockledge, GA 30454"
17351,ZIP:30455,"Rocky Ford, GA 30455"
17352,ZIP:30456,"Sardis, GA 30456"
17353,ZIP:30457,"Soperton, GA 30457"
17354,ZIP:30458,"Statesboro, GA 30458"
17355,ZIP:30461,"Statesboro, GA 30461"
17356,ZIP:30467,"Sylvania, GA 30467"
17357,ZIP:30470,"Tarrytown, GA 30470"
17358,ZIP:30471,"Twin City, GA 30471"
17359,ZIP:30473,"Uvalda, GA 30473"
17360,ZIP:30474,"Vidalia, GA 30474"
17361,ZIP:30477,"Wadley, GA 30477"
17362,ZIP:30501,"Gainesville, GA 30501"
17363,ZIP:30504,"Gainesville, GA 30504"
17364,ZIP:30506,"Gainesville, GA 30506"
17365,ZIP:30507,"Gainesville, GA 30507"
17366,ZIP:30510,"Alto, GA 30510"
17367,ZIP:30511,"Baldwin, GA 30511"
17368,ZIP:30512,"Blairsville, GA 30512"
17369,ZIP:30513,"Blue Ridge, GA 30513"
17370,ZIP:30516,"Bowersville, GA 30516"
17371,ZIP:30517,"Braselton, GA 30517"
17372,ZIP:30518,"Buford, GA 30518"
17373,ZIP:30519,"Buford, GA 30519"
17374,ZIP:30520,"Canon, GA 30520"
17375,ZIP:30521,"Carnesville, GA 30521"
17376,ZIP:30522,"Cherry Log, GA 30522"
17377,ZIP:30523,"Clarkesville, GA 30523"
17378,ZIP:30525,"Clayton, GA 30525"
17379,ZIP:30527,"Clermont, GA 30527"
17380,ZIP:30528,"Cleveland, GA 30528"
17381,ZIP:30529,"Commerce, GA 30529"
17382,ZIP:30530,"Commerce, GA 30530"
17383,ZIP:30531,"Cornelia, GA 30531"
17384,ZIP:30533,"Dahlonega, GA 30533"
17385,ZIP:30534,"Dawsonville, GA 30534"
17386,ZIP:30535,"Demorest, GA 30535"
17387,ZIP:30536,"Ellijay, GA 30536"
17388,ZIP:30537,"Dillard, GA 30537"
17389,ZIP:30538,"Eastanollee, GA 30538"
17390,ZIP:30540,"Ellijay, GA 30540"
17391,ZIP:30541,"Epworth, GA 30541"
17392,ZIP:30542,"Flowery Branch, GA 30542"
17393,ZIP:30543,"Gillsville, GA 30543"
17394,ZIP:30545,"Helen, GA 30545"
17395,ZIP:30546,"Hiawassee, GA 30546"
17396,ZIP:30547,"Homer, GA 30547"
17397,ZIP:30548,"Hoschton, GA 30548"
17398,ZIP:30549,"Jefferson, GA 30549"
17399,ZIP:30552,"Lakemont, GA 30552"
17400,ZIP:30553,"Lavonia, GA 30553"
17401,ZIP:30554,"Lula, GA 30554"
17402,ZIP:30555,"Mc Caysville, GA 30555"
17403,ZIP:30557,"Martin, GA 30557"
17404,ZIP:30558,"Maysville, GA 30558"
17405,ZIP:30559,"Mineral Bluff, GA 30559"
17406,ZIP:30560,"Morganton, GA 30560"
17407,ZIP:30563,"Mount Airy, GA 30563"
17408,ZIP:30564,"Murrayville, GA 30564"
17409,ZIP:30565,"Nicholson, GA 30565"
17410,ZIP:30566,"Oakwood, GA 30566"
17411,ZIP:30567,"Pendergrass, GA 30567"
17412,ZIP:30568,"Rabun Gap, GA 30568"
17413,ZIP:30571,"Sautee Nacoochee, GA 30571"
17414,ZIP:30572,"Suches, GA 30572"
17415,ZIP:30575,"Talmo, GA 30575"
17416,ZIP:30576,"Tiger, GA 30576"
17417,ZIP:30577,"Toccoa, GA 30577"
17418,ZIP:30582,"Young Harris, GA 30582"
17419,ZIP:30597,"Dahlonega, GA 30597"
17420,ZIP:30601,"Athens, GA 30601"
17421,ZIP:30602,"Athens, GA 30602"
17422,ZIP:30605,"Athens, GA 30605"
17423,ZIP:30606,"Athens, GA 30606"
17424,ZIP:30607,"Athens, GA 30607"
17425,ZIP:30609,"Athens, GA 30609"
17426,ZIP:30619,"Arnoldsville, GA 30619"
17427,ZIP:30620,"Bethlehem, GA 30620"
17428,ZIP:30621,"Bishop, GA 30621"
17429,ZIP:30622,"Bogart, GA 30622"
17430,ZIP:30624,"Bowman, GA 30624"
17431,ZIP:30625,"Buckhead, GA 30625"
17432,ZIP:30627,"Carlton, GA 30627"
17433,ZIP:30628,"Colbert, GA 30628"
17434,ZIP:30629,"Comer, GA 30629"
17435,ZIP:30630,"Crawford, GA 30630"
17436,ZIP:30631,"Crawfordville, GA 30631"
17437,ZIP:30633,"Danielsville, GA 30633"
17438,ZIP:30634,"Dewy Rose, GA 30634"
17439,ZIP:30635,"Elberton, GA 30635"
17440,ZIP:30641,"Good Hope, GA 30641"
17441,ZIP:30642,"Greensboro, GA 30642"
17442,ZIP:30643,"Hartwell, GA 30643"
17443,ZIP:30646,"Hull, GA 30646"
17444,ZIP:30648,"Lexington, GA 30648"
17445,ZIP:30650,"Madison, GA 30650"
17446,ZIP:30655,"Monroe, GA 30655"
17447,ZIP:30656,"Monroe, GA 30656"
17448,ZIP:30660,"Rayle, GA 30660"
17449,ZIP:30662,"Royston, GA 30662"
17450,ZIP:30663,"Rutledge, GA 30663"
17451,ZIP:30666,"Statham, GA 30666"
17452,ZIP:30667,"Stephens, GA 30667"
17453,ZIP:30668,"Tignall, GA 30668"
17454,ZIP:30669,"Union Point, GA 30669"
17455,ZIP:30673,"Washington, GA 30673"
17456,ZIP:30677,"Watkinsville, GA 30677"
17457,ZIP:30678,"White Plains, GA 30678"
17458,ZIP:30680,"Winder, GA 30680"
17459,ZIP:30683,"Winterville, GA 30683"
17460,ZIP:30701,"Calhoun, GA 30701"
17461,ZIP:30705,"Chatsworth, GA 30705"
17462,ZIP:30707,"Chickamauga, GA 30707"
17463,ZIP:30708,"Cisco, GA 30708"
17464,ZIP:30710,"Cohutta, GA 30710"
17465,ZIP:30711,"Crandall, GA 30711"
17466,ZIP:30720,"Dalton, GA 30720"
17467,ZIP:30721,"Dalton, GA 30721"
17468,ZIP:30725,"Flintstone, GA 30725"
17469,ZIP:30728,"La Fayette, GA 30728"
17470,ZIP:30730,"Lyerly, GA 30730"
17471,ZIP:30731,"Menlo, GA 30731"
17472,ZIP:30733,"Plainville, GA 30733"
17473,ZIP:30734,"Ranger, GA 30734"
17474,ZIP:30735,"Resaca, GA 30735"
17475,ZIP:30736,"Ringgold, GA 30736"
17476,ZIP:30738,"Rising Fawn, GA 30738"
17477,ZIP:30739,"Rock Spring, GA 30739"
17478,ZIP:30740,"Rocky Face, GA 30740"
17479,ZIP:30741,"Rossville, GA 30741"
17480,ZIP:30742,"Fort Oglethorpe, GA 30742"
17481,ZIP:30746,"Sugar Valley, GA 30746"
17482,ZIP:30747,"Summerville, GA 30747"
17483,ZIP:30750,"Lookout Mountain, GA 30750"
17484,ZIP:30751,"Tennga, GA 30751"
17485,ZIP:30752,"Trenton, GA 30752"
17486,ZIP:30753,"Trion, GA 30753"
17487,ZIP:30755,"Tunnel Hill, GA 30755"
17488,ZIP:30757,"Wildwood, GA 30757"
17489,ZIP:30802,"Appling, GA 30802"
17490,ZIP:30803,"Avera, GA 30803"
17491,ZIP:30805,"Blythe, GA 30805"
17492,ZIP:30807,"Camak, GA 30807"
17493,ZIP:30808,"Dearing, GA 30808"
17494,ZIP:30809,"Evans, GA 30809"
17495,ZIP:30810,"Gibson, GA 30810"
17496,ZIP:30813,"Grovetown, GA 30813"
17497,ZIP:30814,"Harlem, GA 30814"
17498,ZIP:30815,"Hephzibah, GA 30815"
17499,ZIP:30816,"Keysville, GA 30816"
17500,ZIP:30817,"Lincolnton, GA 30817"
17501,ZIP:30818,"Matthews, GA 30818"
17502,ZIP:30820,"Mitchell, GA 30820"
17503,ZIP:30821,"Norwood, GA 30821"
17504,ZIP:30822,"Perkins, GA 30822"
17505,ZIP:30823,"Stapleton, GA 30823"
17506,ZIP:30824,"Thomson, GA 30824"
17507,ZIP:30828,"Warrenton, GA 30828"
17508,ZIP:30830,"Waynesboro, GA 30830"
17509,ZIP:30833,"Wrens, GA 30833"
17510,ZIP:30901,"Augusta, GA 30901"
17511,ZIP:30904,"Augusta, GA 30904"
17512,ZIP:30905,"Augusta, GA 30905"
17513,ZIP:30906,"Augusta, GA 30906"
17514,ZIP:30907,"Augusta, GA 30907"
17515,ZIP:30909,"Augusta, GA 30909"
17516,ZIP:30912,"Augusta, GA 30912"
17517,ZIP:31001,"Abbeville, GA 31001"
17518,ZIP:31002,"Adrian, GA 31002"
17519,ZIP:31005,"Bonaire, GA 31005"
17520,ZIP:31006,"Butler, GA 31006"
17521,ZIP:31007,"Byromville, GA 31007"
17522,ZIP:31008,"Byron, GA 31008"
17523,ZIP:31009,"Cadwell, GA 31009"
17524,ZIP:31011,"Chauncey, GA 31011"
17525,ZIP:31012,"Chester, GA 31012"
17526,ZIP:31014,"Cochran, GA 31014"
17527,ZIP:31015,"Cordele, GA 31015"
17528,ZIP:31016,"Culloden, GA 31016"
17529,ZIP:31017,"Danville, GA 31017"
17530,ZIP:31018,"Davisboro, GA 31018"
17531,ZIP:31019,"Dexter, GA 31019"
17532,ZIP:31020,"Dry Branch, GA 31020"
17533,ZIP:31021,"Dublin, GA 31021"
17534,ZIP:31022,"Dudley, GA 31022"
17535,ZIP:31023,"Eastman, GA 31023"
17536,ZIP:31024,"Eatonton, GA 31024"
17537,ZIP:31025,"Elko, GA 31025"
17538,ZIP:31027,"East Dublin, GA 31027"
17539,ZIP:31028,"Centerville, GA 31028"
17540,ZIP:31029,"Forsyth, GA 31029"
17541,ZIP:31030,"Fort Valley, GA 31030"
17542,ZIP:31031,"Gordon, GA 31031"
17543,ZIP:31032,"Gray, GA 31032"
17544,ZIP:31033,"Haddock, GA 31033"
17545,ZIP:31035,"Harrison, GA 31035"
17546,ZIP:31036,"Hawkinsville, GA 31036"
17547,ZIP:31037,"Helena, GA 31037"
17548,ZIP:31038,"Hillsboro, GA 31038"
17549,ZIP:31041,"Ideal, GA 31041"
17550,ZIP:31042,"Irwinton, GA 31042"
17551,ZIP:31044,"Jeffersonville, GA 31044"
17552,ZIP:31045,"Jewell, GA 31045"
17553,ZIP:31046,"Juliette, GA 31046"
17554,ZIP:31047,"Kathleen, GA 31047"
17555,ZIP:31049,"Kite, GA 31049"
17556,ZIP:31050,"Knoxville, GA 31050"
17557,ZIP:31052,"Lizella, GA 31052"
17558,ZIP:31054,"Mc Intyre, GA 31054"
17559,ZIP:31055,"Mc Rae, GA 31055"
17560,ZIP:31057,"Marshallville, GA 31057"
17561,ZIP:31058,"Mauk, GA 31058"
17562,ZIP:31060,"Milan, GA 31060"
